0, 28579
1, 17438
2, 28020
3, 6096
4, 5529
5, 5585
6, 6107
7, 31580
8, 32494
9, 26920
10, 3616
11, 27891
12, 15667
13, 17527
14, 19475
15, 3254
16, 30038
17, 26889
18, 15783
19, 18268
20, 3970
21, 21360
22, 3573
23, 31014
24, 7745
25, 5658
26, 26500
27, 15637
28, 16612
29, 16933
30, 2504
31, 15450
32, 1316
33, 21108
34, 22504
35, 4622
36, 3081
37, 19715
38, 17605
39, 5923
40, 30219
41, 3703
42, 16439
43, 10907
44, 23160
45, 29690
46, 2457
47, 18935
48, 19989
49, 22341
50, 2953
51, 3571
52, 15624
53, 4350
54, 9449
55, 24432
56, 7157
57, 30021
58, 809
59, 30898
60, 13416
61, 32394
62, 29129
63, 1739
64, 4211
65, 6817
66, 17177
67, 32599
68, 18840
69, 19992
70, 13892
71, 32362
72, 16104
73, 8648
74, 32396
75, 16583
76, 30317
77, 3754
78, 20439
79, 3667
80, 11718
81, 23532
82, 5227
83, 10441
84, 24081
85, 9028
86, 12278
87, 4782
88, 14094
89, 28549
90, 29649
91, 17032
92, 21888
93, 10608
94, 10373
95, 5707
96, 14551
97, 18124
98, 20623
99, 6932
100, 15373
101, 28601
102, 2144
103, 32025
104, 5582
105, 3649
106, 10152
107, 13280
108, 9179
109, 31792
110, 2004
111, 16048
112, 1456
113, 17189
114, 5077
115, 1350
116, 19045
117, 8938
118, 1316
119, 12488
120, 13778
121, 20993
122, 29187
123, 4351
124, 24822
125, 11391
126, 4357
127, 25024
128, 14746
129, 17694
130, 21968
131, 1195
132, 9521
133, 3213
134, 19234
135, 793
136, 19203
137, 778
138, 19986
139, 27727
140, 18826
141, 10291
142, 3737
143, 25592
144, 23324
145, 7449
146, 31056
147, 29906
148, 11723
149, 11415
150, 28283
151, 31655
152, 29322
153, 11746
154, 27207
155, 15999
156, 26513
157, 30048
158, 592
159, 1044
160, 25090
161, 18366
162, 23654
163, 16262
164, 6860
165, 829
166, 657
167, 9296
168, 17103
169, 29516
170, 14418
171, 13947
172, 8770
173, 604
174, 13612
175, 11025
176, 18258
177, 15856
178, 26723
179, 11477
180, 2060
181, 24819
182, 10756
183, 22833
184, 23421
185, 22607
186, 32037
187, 2416
188, 19992
189, 30139
190, 18286
191, 15405
192, 5464
193, 17620
194, 8665
195, 13067
196, 1702
197, 13936
198, 9909
199, 6311
200, 30076
201, 5679
202, 24817
203, 17099
204, 15563
205, 32339
206, 16535
207, 25829
208, 30618
209, 15825
210, 14487
211, 18103
212, 11504
213, 25767
214, 27078
215, 21327
216, 29429
217, 27249
218, 32550
219, 5178
220, 19796
221, 9015
222, 8040
223, 27893
224, 19171
225, 30346
226, 6063
227, 10916
228, 9862
229, 3279
230, 9111
231, 15366
232, 28497
233, 26330
234, 30326
235, 9641
236, 31724
237, 5055
238, 27106
239, 1626
240, 11580
241, 30948
242, 30067
243, 16352
244, 17471
245, 24667
246, 21449
247, 6122
248, 20280
249, 16751
250, 30929
251, 25925
252, 29197
253, 30589
254, 15685
255, 7506
256, 3565
257, 23302
258, 25458
259, 21944
260, 3125
261, 28929
262, 22846
263, 3670
264, 20629
265, 9334
266, 23401
267, 22396
268, 5743
269, 15944
270, 24083
271, 10330
272, 15743
273, 3923
274, 24191
275, 31160
276, 18881
277, 182
278, 534
279, 30952
280, 6799
281, 32370
282, 9903
283, 26361
284, 7434
285, 28725
286, 18445
287, 30766
288, 32188
289, 13424
290, 24233
291, 18350
292, 7548
293, 20911
294, 7090
295, 13181
296, 19857
297, 21034
298, 9811
299, 13483
300, 5914
301, 32151
302, 15924
303, 1996
304, 4525
305, 25923
306, 26435
307, 14760
308, 3390
309, 30305
310, 692
311, 27699
312, 4930
313, 1698
314, 31046
315, 26559
316, 789
317, 3846
318, 23241
319, 19568
320, 19865
321, 2289
322, 5853
323, 30704
324, 5153
325, 8577
326, 13052
327, 29541
328, 11917
329, 14111
330, 8635
331, 32160
332, 23734
333, 21844
334, 8012
335, 1431
336, 9996
337, 8926
338, 14152
339, 10518
340, 12925
341, 30212
342, 22443
343, 2993
344, 2969
345, 806
346, 5409
347, 6653
348, 11508
349, 22936
350, 1152
351, 3328
352, 17612
353, 8881
354, 19861
355, 16869
356, 32236
357, 22302
358, 23331
359, 14836
360, 20432
361, 24188
362, 19497
363, 22210
364, 6666
365, 19751
366, 2660
367, 9893
368, 3813
369, 13388
370, 10773
371, 21867
372, 12615
373, 14406
374, 30468
375, 5452
376, 27100
377, 24871
378, 21189
379, 5148
380, 30576
381, 22932
382, 18490
383, 20678
384, 16029
385, 4055
386, 30809
387, 25845
388, 15527
389, 27951
390, 17455
391, 5908
392, 8612
393, 5994
394, 22565
395, 18553
396, 21984
397, 28854
398, 31875
399, 5085
400, 28287
401, 18869
402, 20274
403, 12304
404, 21860
405, 31183
406, 19142
407, 27370
408, 10322
409, 20940
410, 16060
411, 20613
412, 4945
413, 7330
414, 7423
415, 21161
416, 10836
417, 8843
418, 16561
419, 1160
420, 1560
421, 25179
422, 4649
423, 16044
424, 10319
425, 29969
426, 11320
427, 16173
428, 27390
429, 20396
430, 26289
431, 6695
432, 32548
433, 22336
434, 27176
435, 3691
436, 16028
437, 31560
438, 12537
439, 4725
440, 21828
441, 19006
442, 6541
443, 11679
444, 1375
445, 13417
446, 28120
447, 29076
448, 2872
449, 28919
450, 1062
451, 10246
452, 25609
453, 14667
454, 23832
455, 2212
456, 31770
457, 20120
458, 25321
459, 2886
460, 2093
461, 32175
462, 11766
463, 10859
464, 3610
465, 5397
466, 29310
467, 10726
468, 24759
469, 345
470, 31654
471, 13780
472, 4858
473, 932
474, 22464
475, 28113
476, 9826
477, 13970
478, 6604
479, 12396
480, 30866
481, 21824
482, 21567
483, 15064
484, 13376
485, 30887
486, 12548
487, 28900
488, 18765
489, 16168
490, 19137
491, 24876
492, 12341
493, 4711
494, 11099
495, 22929
496, 31914
497, 32605
498, 5052
499, 8168
500, 892
501, 21673
502, 28884
503, 8943
504, 6076
505, 31527
506, 8669
507, 14213
508, 8993
509, 15556
510, 29668
511, 13850
512, 7594
513, 28049
514, 30341
515, 3172
516, 10373
517, 11030
518, 3574
519, 5971
520, 20528
521, 9704
522, 26183
523, 22856
524, 14814
525, 10622
526, 11239
527, 24706
528, 16412
529, 22080
530, 11627
531, 29144
532, 17076
533, 16865
534, 19083
535, 19374
536, 11730
537, 29167
538, 21613
539, 5410
540, 31845
541, 25768
542, 17191
543, 19846
544, 14792
545, 7184
546, 25727
547, 20499
548, 18082
549, 24384
550, 26612
551, 16347
552, 25867
553, 9729
554, 27651
555, 28672
556, 20464
557, 25241
558, 28835
559, 7204
560, 25016
561, 7653
562, 21266
563, 1312
564, 3623
565, 6568
566, 14035
567, 17913
568, 13187
569, 27939
570, 32760
571, 29968
572, 1782
573, 20454
574, 17053
575, 26008
576, 8244
577, 1765
578, 19381
579, 7501
580, 26717
581, 10190
582, 9993
583, 21091
584, 28709
585, 9882
586, 18045
587, 1469
588, 28978
589, 24931
590, 11925
591, 3424
592, 32454
593, 7797
594, 19513
595, 8999
596, 10653
597, 12455
598, 22453
599, 19384
600, 6937
601, 13804
602, 26884
603, 10678
604, 27548
605, 9253
606, 8526
607, 4409
608, 14389
609, 6201
610, 3503
611, 28539
612, 15232
613, 7016
614, 10042
615, 23252
616, 28103
617, 21212
618, 5182
619, 24296
620, 28781
621, 19841
622, 3783
623, 22815
624, 18573
625, 25623
626, 5224
627, 31061
628, 11486
629, 24454
630, 17208
631, 15059
632, 27354
633, 22897
634, 2075
635, 27006
636, 10015
637, 2829
638, 579
639, 1871
640, 32021
641, 32308
642, 16374
643, 9731
644, 16849
645, 21685
646, 14481
647, 2324
648, 28217
649, 6639
650, 10189
651, 9191
652, 29801
653, 21150
654, 11841
655, 18503
656, 1110
657, 16116
658, 23336
659, 6418
660, 945
661, 748
662, 869
663, 5426
664, 15631
665, 10459
666, 2500
667, 20175
668, 2630
669, 12871
670, 31875
671, 8899
672, 32282
673, 11005
674, 11281
675, 1103
676, 20761
677, 29278
678, 7957
679, 12556
680, 5571
681, 12026
682, 1970
683, 24868
684, 30702
685, 8288
686, 7689
687, 18369
688, 2921
689, 17203
690, 1024
691, 30662
692, 28128
693, 31617
694, 5698
695, 190
696, 16383
697, 14673
698, 20104
699, 22545
700, 14810
701, 19323
702, 6934
703, 25214
704, 24205
705, 21693
706, 20360
707, 12741
708, 4895
709, 5898
710, 4814
711, 19108
712, 7341
713, 2341
714, 28278
715, 1797
716, 18884
717, 27247
718, 25385
719, 26742
720, 19214
721, 18686
722, 9849
723, 28377
724, 32561
725, 11758
726, 28122
727, 18269
728, 13812
729, 25596
730, 27373
731, 26541
732, 11940
733, 3152
734, 23813
735, 26983
736, 21942
737, 30107
738, 23524
739, 14799
740, 1453
741, 26978
742, 16325
743, 29125
744, 20286
745, 25498
746, 19104
747, 27124
748, 3250
749, 26740
750, 30377
751, 24397
752, 17549
753, 27770
754, 3609
755, 15284
756, 8045
757, 731
758, 28722
759, 22264
760, 30004
761, 17923
762, 10109
763, 17417
764, 13673
765, 11887
766, 13655
767, 32357
768, 11996
769, 19392
770, 13995
771, 3028
772, 31369
773, 5134
774, 17921
775, 26197
776, 3519
777, 15742
778, 16056
779, 16984
780, 14210
781, 22039
782, 17807
783, 1325
784, 3373
785, 3537
786, 14955
787, 32701
788, 2652
789, 26351
790, 30548
791, 16760
792, 26632
793, 16527
794, 192
795, 6030
796, 28404
797, 28544
798, 2836
799, 3170
800, 18760
801, 22867
802, 31080
803, 31548
804, 6012
805, 17845
806, 14730
807, 3133
808, 19576
809, 23036
810, 8518
811, 11417
812, 5370
813, 29439
814, 12517
815, 22272
816, 20023
817, 20779
818, 24308
819, 16477
820, 20421
821, 19155
822, 20807
823, 15555
824, 3256
825, 30920
826, 10045
827, 28836
828, 20492
829, 4394
830, 14660
831, 8773
832, 6211
833, 25725
834, 29088
835, 16238
836, 22094
837, 12543
838, 8809
839, 27494
840, 5041
841, 16441
842, 31955
843, 10527
844, 17379
845, 725
846, 3507
847, 30125
848, 17651
849, 7855
850, 25406
851, 26364
852, 21361
853, 9007
854, 16403
855, 8899
856, 30092
857, 22485
858, 32636
859, 16820
860, 8568
861, 22805
862, 3824
863, 29430
864, 8979
865, 30566
866, 8413
867, 29652
868, 1223
869, 3222
870, 31909
871, 12215
872, 32690
873, 15200
874, 4070
875, 7249
876, 14084
877, 19776
878, 9471
879, 9756
880, 17065
881, 8838
882, 25296
883, 16643
884, 19753
885, 26794
886, 31169
887, 29022
888, 18636
889, 2783
890, 8709
891, 24868
892, 1
893, 4330
894, 20256
895, 21852
896, 1280
897, 24629
898, 15526
899, 6101
900, 17583
901, 4895
902, 14406
903, 10519
904, 16578
905, 23191
906, 19720
907, 20121
908, 13607
909, 7657
910, 13267
911, 20789
912, 11425
913, 19671
914, 11570
915, 32728
916, 18611
917, 6124
918, 10327
919, 19070
920, 16575
921, 781
922, 23393
923, 2398
924, 23663
925, 1617
926, 12506
927, 17505
928, 27988
929, 12563
930, 11908
931, 3801
932, 3021
933, 837
934, 14677
935, 19312
936, 6955
937, 28934
938, 23232
939, 27742
940, 22802
941, 17527
942, 27446
943, 992
944, 31778
945, 20939
946, 17901
947, 14565
948, 9687
949, 12702
950, 27104
951, 29706
952, 11182
953, 30088
954, 11287
955, 22728
956, 31626
957, 2801
958, 24360
959, 24300
960, 8021
961, 16423
962, 5118
963, 8264
964, 9194
965, 8109
966, 22489
967, 11945
968, 26419
969, 5591
970, 5014
971, 1545
972, 4494
973, 5267
974, 28721
975, 28421
976, 15990
977, 10634
978, 25736
979, 26001
980, 6239
981, 14952
982, 20577
983, 22506
984, 27617
985, 23415
986, 18607
987, 20940
988, 30233
989, 29811
990, 30993
991, 26598
992, 29261
993, 10138
994, 16028
995, 30603
996, 10958
997, 12034
998, 24538
999, 3754
1000, 4387
1001, 9263
1002, 1554
1003, 4096
1004, 8547
1005, 26085
1006, 23498
1007, 26508
1008, 5347
1009, 4155
1010, 29835
1011, 25411
1012, 10257
1013, 15089
1014, 25060
1015, 1030
1016, 30624
1017, 29187
1018, 6577
1019, 23249
1020, 14566
1021, 7294
1022, 4510
1023, 17973
1024, 20866
1025, 17811
1026, 13286
1027, 9224
1028, 4673
1029, 31722
1030, 4449
1031, 19291
1032, 6467
1033, 15161
1034, 29885
1035, 25260
1036, 8025
1037, 5140
1038, 15115
1039, 26205
1040, 13490
1041, 1543
1042, 5502
1043, 29541
1044, 12471
1045, 16354
1046, 6256
1047, 10822
1048, 22835
1049, 14932
1050, 15270
1051, 15935
1052, 1207
1053, 24763
1054, 12245
1055, 1218
1056, 15421
1057, 15419
1058, 11621
1059, 6440
1060, 8203
1061, 21773
1062, 8308
1063, 26788
1064, 5082
1065, 15898
1066, 22046
1067, 14965
1068, 30264
1069, 32457
1070, 3836
1071, 2144
1072, 26411
1073, 20245
1074, 6890
1075, 15198
1076, 25111
1077, 23010
1078, 25102
1079, 8338
1080, 12001
1081, 31121
1082, 32534
1083, 10877
1084, 28245
1085, 8914
1086, 20160
1087, 21109
1088, 17861
1089, 29113
1090, 6304
1091, 11859
1092, 28147
1093, 3349
1094, 13598
1095, 3693
1096, 10546
1097, 21501
1098, 21694
1099, 14276
1100, 25799
1101, 2475
1102, 19620
1103, 3710
1104, 2453
1105, 29582
1106, 3159
1107, 17558
1108, 16378
1109, 7578
1110, 8389
1111, 24786
1112, 10996
1113, 14563
1114, 26759
1115, 12789
1116, 24200
1117, 18538
1118, 23911
1119, 566
1120, 5476
1121, 4150
1122, 5919
1123, 7922
1124, 27075
1125, 31399
1126, 27492
1127, 2206
1128, 5521
1129, 26632
1130, 20259
1131, 24319
1132, 32207
1133, 7267
1134, 23819
1135, 23965
1136, 3386
1137, 16281
1138, 9547
1139, 31861
1140, 8743
1141, 9137
1142, 10909
1143, 2286
1144, 5042
1145, 17777
1146, 12419
1147, 19214
1148, 4631
1149, 15147
1150, 16080
1151, 2798
1152, 26208
1153, 1498
1154, 32363
